Manufacturer,Permit Number,VIN NUMBER,Annual Total of Disengagements,DEC 2022,JAN 2023,FEB 2023,MAR 2023,APR 2023,MAY 2023,JUN 2023,JULY 2023,AUG 2023,SEP 2023,OCT 2023,NOV 2023,ANNUAL TOTAL,,,,,
CRUISE LLC,AVT008,5G21A6P00P4159157,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P00P4159403,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P00P4161362,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P00P4169171,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,,,,,
CRUISE LLC,AVT008,5G21A6P01L4100046,0,202.19,"1,239.02","1,531.21","1,381.06",231.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,585.41",,,,,
CRUISE LLC,AVT008,5G21A6P01L4100161,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P01N4121594,0,"2,716.49","2,239.53","1,065.78","1,682.51","1,199.17","1,031.37","1,058.08",861.08,880.53,928.74,"1,141.05",3.59,"14,807.92",,,,,
CRUISE LLC,AVT008,5G21A6P01N4121627,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P01N4121661,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P01N4122101,0,299.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,299.79,,,,,
CRUISE LLC,AVT008,5G21A6P01P4100070,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P01P4100098,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P01P4100117,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P01P4103504,0,383.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,383.87,,,,,
CRUISE LLC,AVT008,5G21A6P01P4106113,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P01P4107939,0,0.00,515.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,515.94,,,,,
CRUISE LLC,AVT008,5G21A6P01P4107942,0,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.44,,,,,
CRUISE LLC,AVT008,5G21A6P01P4110940,0,126.28,170.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,495.78,0.00,792.65,,,,,
CRUISE LLC,AVT008,5G21A6P01P4112199,0,0.00,465.26,0.00,244.23,0.00,120.01,917.67,0.00,145.84,589.89,"1,454.23",837.24,"4,774.37",,,,,
CRUISE LLC,AVT008,5G21A6P01P4112493,0,0.00,0.00,263.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,263.37,,,,,
CRUISE LLC,AVT008,5G21A6P01P4114244,0,0.00,218.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,218.18,,,,,
CRUISE LLC,AVT008,5G21A6P01P4114535,0,0.00,0.00,9.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.21,,,,,
CRUISE LLC,AVT008,5G21A6P01P4115684,0,0.00,64.23,0.00,0.00,383.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,447.99,,,,,
CRUISE LLC,AVT008,5G21A6P01P4115975,0,312.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,312.15,,,,,
CRUISE LLC,AVT008,5G21A6P01P4117046,0,0.00,0.00,59.73,26.13,229.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,315.30,,,,,
CRUISE LLC,AVT008,5G21A6P01P4120349,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P01P4121601,0,0.00,0.00,0.00,0.00,244.20,0.00,0.00,0.00,0.00,0.00,241.76,0.00,485.96,,,,,
CRUISE LLC,AVT008,5G21A6P01P4122862,0,0.00,0.00,0.00,260.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.09,,,,,
CRUISE LLC,AVT008,5G21A6P01P4124305,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P01P4125714,0,0.00,0.00,0.00,0.00,275.73,163.39,0.00,0.00,0.00,0.00,0.00,0.00,439.12,,,,,
CRUISE LLC,AVT008,5G21A6P01P4126927,0,0.00,0.00,0.00,0.00,277.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,277.63,,,,,
CRUISE LLC,AVT008,5G21A6P01P4127396,0,0.00,0.00,0.00,237.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,237.81,,,,,
CRUISE LLC,AVT008,5G21A6P01P4127401,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P01P4128614,0,0.00,0.00,0.00,239.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,239.17,,,,,
CRUISE LLC,AVT008,5G21A6P01P4128919,0,0.00,0.00,0.00,0.00,291.89,0.00,0.00,0.00,0.00,0.00,456.82,0.00,748.71,,,,,
CRUISE LLC,AVT008,5G21A6P01P4128922,0,0.00,0.00,0.00,257.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,257.03,,,,,
CRUISE LLC,AVT008,5G21A6P01P4130234,0,0.00,0.00,0.00,233.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,233.87,,,,,
CRUISE LLC,AVT008,5G21A6P01P4133022,0,0.00,0.00,0.00,0.00,158.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,158.67,,,,,
CRUISE LLC,AVT008,5G21A6P01P4141167,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P01P4149138,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P01P4154582,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.06,56.06,,,,,
CRUISE LLC,AVT008,5G21A6P01P4156414,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.53,42.53,,,,,
CRUISE LLC,AVT008,5G21A6P01P4157367,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P01P4157370,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P01P4157594,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.50,0.00,525.50,,,,,
CRUISE LLC,AVT008,5G21A6P01P4178574,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P01P4178963,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P01P4181717,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P02L4100010,0,90.55,494.16,601.82,37.20,878.11,"2,117.66","1,215.93","1,328.69",725.95,"1,506.88","1,159.61",439.90,"10,596.46",,,,,
CRUISE LLC,AVT008,5G21A6P02L4100086,0,887.85,"1,379.89","1,306.96",185.29,736.91,652.77,406.04,30.71,"1,670.41","1,481.11","1,463.59","1,089.25","11,290.78",,,,,
CRUISE LLC,AVT008,5G21A6P02L4100136,0,"1,520.41","1,271.10","1,031.98",986.92,0.00,392.20,576.03,"1,200.34","1,056.55",257.66,816.45,420.92,"9,530.56",,,,,
CRUISE LLC,AVT008,5G21A6P02L4110407,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P02N4121085,0,635.57,"1,567.60","1,168.27",743.75,489.48,711.13,80.20,0.00,0.00,500.66,344.21,560.11,"6,800.98",,,,,
CRUISE LLC,AVT008,5G21A6P02N4121605,0,"1,537.89","1,711.16","1,100.43",777.61,338.67,"1,221.88","1,110.75",692.28,786.48,373.90,"1,104.68",625.29,"11,381.02",,,,,
CRUISE LLC,AVT008,5G21A6P02N4121619,0,824.15,"1,554.10","1,563.81","1,520.16",962.32,"1,094.63","1,407.48","1,541.53",367.01,"1,011.53",396.13,854.94,"13,097.79",,,,,
CRUISE LLC,AVT008,5G21A6P02N4121622,0,946.85,300.33,"1,812.54",669.83,"1,971.71","1,670.96",633.89,826.11,548.38,734.64,597.05,149.12,"10,861.41",,,,,
CRUISE LLC,AVT008,5G21A6P02N4121653,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P02N4121667,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P02N4121684,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,483.83,0.00,483.83,,,,,
CRUISE LLC,AVT008,5G21A6P02N4121698,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P02N4122107,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P02P4100059,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P02P4100076,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P02P4100112,0,0.00,0.00,0.00,0.00,0.00,37.49,0.00,0.00,0.00,0.00,0.00,0.00,37.49,,,,,
CRUISE LLC,AVT008,5G21A6P02P4100126,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P02P4101681,0,0.00,0.00,0.00,0.00,0.00,0.00,47.90,0.00,0.00,0.00,0.00,0.00,47.90,,,,,
CRUISE LLC,AVT008,5G21A6P02P4103057,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P02P4103060,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P02P4104676,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P02P4105357,0,52.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.58,,,,,
CRUISE LLC,AVT008,5G21A6P02P4106895,0,0.00,0.00,0.00,0.00,0.00,363.99,541.71,834.14,"1,820.14",560.72,862.55,962.52,"5,945.77",,,,,
CRUISE LLC,AVT008,5G21A6P02P4109683,0,0.00,442.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,442.67,,,,,
CRUISE LLC,AVT008,5G21A6P02P4110946,0,0.00,238.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,238.09,,,,,
CRUISE LLC,AVT008,5G21A6P02P4112809,0,0.00,0.00,0.00,0.00,0.00,0.00,956.68,"1,201.21","1,216.94",967.28,767.98,266.12,"5,376.21",,,,,
CRUISE LLC,AVT008,5G21A6P02P4114530,0,0.00,930.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,930.05,,,,,
CRUISE LLC,AVT008,5G21A6P02P4117413,0,0.00,0.00,0.00,407.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,407.28,,,,,
CRUISE LLC,AVT008,5G21A6P02P4117864,0,0.00,0.00,473.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,473.37,,,,,
CRUISE LLC,AVT008,5G21A6P02P4119579,0,0.00,0.00,0.00,0.00,0.00,364.44,0.00,0.00,0.00,0.00,0.00,0.00,364.44,,,,,
CRUISE LLC,AVT008,5G21A6P02P4119582,0,0.00,0.00,0.00,191.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,191.96,,,,,
CRUISE LLC,AVT008,5G21A6P02P4123194,0,0.00,0.00,275.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,275.49,,,,,
CRUISE LLC,AVT008,5G21A6P02P4124300,0,0.00,0.00,0.00,0.00,72.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.70,,,,,
CRUISE LLC,AVT008,5G21A6P02P4127178,0,0.00,0.00,0.00,0.00,190.27,18.03,0.00,0.00,0.00,0.00,0.00,0.00,208.30,,,,,
CRUISE LLC,AVT008,5G21A6P02P4129996,0,0.00,0.00,0.00,220.69,0.00,0.00,0.00,0.00,0.00,0.00,683.66,0.00,904.35,,,,,
CRUISE LLC,AVT008,5G21A6P02P4131411,0,0.00,0.00,0.00,0.00,119.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,119.79,,,,,
CRUISE LLC,AVT008,5G21A6P02P4133305,0,0.00,0.00,0.00,0.00,20.71,0.00,0.00,224.98,"1,906.75","2,027.63","1,143.98",299.90,"5,623.95",,,,,
CRUISE LLC,AVT008,5G21A6P02P4134275,0,0.00,0.00,0.00,286.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,286.56,,,,,
CRUISE LLC,AVT008,5G21A6P02P4145728,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P02P4145731,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P02P4152355,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P02P4152517,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P02P4152727,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P02P4152730,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.39,59.39,,,,,
CRUISE LLC,AVT008,5G21A6P02P4159158,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P02P4165512,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.48,0.00,66.48,,,,,
CRUISE LLC,AVT008,5G21A6P02P4169057,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.87,0.00,250.87,,,,,
CRUISE LLC,AVT008,5G21A6P03L4100016,0,170.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,170.21,,,,,
CRUISE LLC,AVT008,5G21A6P03L4100047,0,"1,340.87","1,488.61",609.06,"1,149.67",626.62,"1,961.03","1,442.22",888.50,"1,090.12",288.42,"1,168.60",306.23,"12,359.95",,,,,
CRUISE LLC,AVT008,5G21A6P03L4100050,0,702.14,979.90,"1,630.38","1,053.78",638.42,"1,082.50","1,267.31","1,374.70","1,001.11",876.90,822.89,515.07,"11,945.10",,,,,
CRUISE LLC,AVT008,5G21A6P03N4121595,0,631.90,"1,730.35","1,755.12",428.59,517.49,574.74,366.28,0.00,882.66,"1,251.83","1,208.18",98.33,"9,445.47",,,,,
CRUISE LLC,AVT008,5G21A6P03N4121659,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P03N4122102,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P03P4100054,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P03P4100071,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P03P4100085,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P03P4100104,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P03P4107943,0,0.00,258.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,258.52,,,,,
CRUISE LLC,AVT008,5G21A6P03P4108445,0,97.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.08,,,,,
CRUISE LLC,AVT008,5G21A6P03P4110700,0,0.00,303.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,303.98,,,,,
CRUISE LLC,AVT008,5G21A6P03P4110941,0,267.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,267.80,,,,,
CRUISE LLC,AVT008,5G21A6P03P4114245,0,0.00,0.00,307.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307.75,,,,,
CRUISE LLC,AVT008,5G21A6P03P4114536,0,0.00,417.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,417.26,,,,,
CRUISE LLC,AVT008,5G21A6P03P4115685,0,0.00,0.00,363.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,363.12,,,,,
CRUISE LLC,AVT008,5G21A6P03P4115976,0,0.00,345.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,345.45,,,,,
CRUISE LLC,AVT008,5G21A6P03P4116285,0,0.00,0.00,0.00,174.68,5.44,0.00,0.00,0.00,0.00,0.00,674.55,0.00,854.67,,,,,
CRUISE LLC,AVT008,5G21A6P03P4117047,0,0.00,0.00,197.45,321.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,518.85,,,,,
CRUISE LLC,AVT008,5G21A6P03P4117050,0,0.00,0.00,477.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,477.00,,,,,
CRUISE LLC,AVT008,5G21A6P03P4119915,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P03P4121602,0,0.00,0.00,0.00,173.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,173.16,,,,,
CRUISE LLC,AVT008,5G21A6P03P4122586,0,0.00,0.00,0.00,349.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,349.37,,,,,
CRUISE LLC,AVT008,5G21A6P03P4125164,0,0.00,0.00,0.00,0.00,52.21,204.58,0.00,0.00,0.00,0.00,0.00,0.00,256.79,,,,,
CRUISE LLC,AVT008,5G21A6P03P4125455,0,0.00,0.00,0.00,0.00,10.14,141.64,0.00,0.00,0.00,0.00,0.00,0.00,151.78,,,,,
CRUISE LLC,AVT008,5G21A6P03P4125715,0,0.00,0.00,0.00,277.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,277.94,,,,,
CRUISE LLC,AVT008,5G21A6P03P4126928,0,0.00,0.00,0.00,0.00,373.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,373.84,,,,,
CRUISE LLC,AVT008,5G21A6P03P4126931,0,0.00,0.00,0.00,439.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,439.23,,,,,
CRUISE LLC,AVT008,5G21A6P03P4127397,0,0.00,0.00,0.00,227.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,227.31,,,,,
CRUISE LLC,AVT008,5G21A6P03P4128615,0,0.00,0.00,0.00,285.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.04,339.43,,,,,
CRUISE LLC,AVT008,5G21A6P03P4130235,0,0.00,0.00,0.00,200.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.68,,,,,
CRUISE LLC,AVT008,5G21A6P03P4134527,0,0.00,0.00,230.98,309.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,540.49,,,,,
CRUISE LLC,AVT008,5G21A6P03P4141171,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P03P4142417,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P03P4144247,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P03P4145124,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.13,0.00,0.00,0.00,5.13,,,,,
CRUISE LLC,AVT008,5G21A6P03P4148606,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P03P4149142,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P03P4159153,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P03P4167348,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,429.76,0.00,429.76,,,,,
CRUISE LLC,AVT008,5G21A6P04L4100008,0,"1,298.42",652.12,"1,112.96","1,249.46",294.60,866.22,590.71,711.13,824.84,"1,118.33","1,605.87","1,142.52","11,467.18",,,,,
CRUISE LLC,AVT008,5G21A6P04L4100025,0,"1,039.13",144.62,31.45,700.37,312.58,460.47,850.40,"1,808.74",900.78,633.45,928.10,436.38,"8,246.47",,,,,
CRUISE LLC,AVT008,5G21A6P04L4100123,0,"1,947.19",254.34,468.14,0.00,0.00,622.11,842.32,770.20,"1,070.29",750.75,"1,348.90",37.57,"8,111.81",,,,,
CRUISE LLC,AVT008,5G21A6P04L4100140,0,991.99,"1,712.24","1,128.12","1,311.37",590.23,"1,153.21",246.89,0.00,0.00,702.12,785.30,556.80,"9,178.27",,,,,
CRUISE LLC,AVT008,5G21A6P04N4113005,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P04N4121086,0,596.05,523.59,904.34,103.65,552.98,"1,197.72",679.56,344.99,"1,283.70",167.12,"1,387.79",73.63,"7,815.12",,,,,
CRUISE LLC,AVT008,5G21A6P04N4121606,0,0.00,"1,016.77",0.00,811.47,898.80,"2,191.23","1,017.21","1,259.51","1,524.99",852.69,"1,074.96",304.17,"10,951.80",,,,,
CRUISE LLC,AVT008,5G21A6P04N4121623,0,"1,842.65","2,314.44",452.61,406.48,"1,286.31",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,302.49",,,,,
CRUISE LLC,AVT008,5G21A6P04N4121637,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P04N4121654,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P04N4121668,0,227.65,534.40,404.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,166.74",,,,,
CRUISE LLC,AVT008,5G21A6P04N4122108,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P04P4100094,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P04P4100127,0,354.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,354.74,,,,,
CRUISE LLC,AVT008,5G21A6P04P4100130,0,228.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,228.14,,,,,
CRUISE LLC,AVT008,5G21A6P04P4101679,0,12.83,132.17,0.00,0.00,0.00,7.90,0.00,0.00,0.00,0.00,0.00,0.00,152.90,,,,,
CRUISE LLC,AVT008,5G21A6P04P4101682,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P04P4104677,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P04P4104680,0,345.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,345.92,,,,,
CRUISE LLC,AVT008,5G21A6P04P4105358,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P04P4106896,0,0.00,619.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,619.60,,,,,
CRUISE LLC,AVT008,5G21A6P04P4112200,0,27.00,242.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,269.69,,,,,
CRUISE LLC,AVT008,5G21A6P04P4114531,0,0.00,99.06,296.36,66.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,461.55,,,,,
