Manufacturer,Permit Number,VIN NUMBER,Annual Total of Disengagements,DEC 2022,JAN 2023,FEB 2023,MAR 2023,APR 2023,MAY 2023,JUN 2023,JULY 2023,AUG 2023,SEP 2023,OCT 2023,NOV 2023,ANNUAL TOTAL,,,,,
"AURORA OPERATIONS, INC.",AVT037,5TDYRKEC7MS056267,47,0.00,0.07,0.00,28.04,27.02,51.72,154.39,140.28,91.23,81.21,0.00,126.3,700.26,,,,,
AutoX,AVT021,2C4RC1N77LR196426,0,0,0,0,0,0,0,0,0,0,0,2,1,3,,,,,
AutoX,AVT021,2C4RC1N79LR196427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N72LR287877,0,0,0,0,0,0,0,0,0,1,3,6,12,22,,,,,
AutoX,AVT021,2C4RC1N72LR289824,0,0,3,5,3,0,0,1,2,2,2,11,13,42,,,,,
AutoX,AVT021,2C4RC1N79LR289822,0,0,0,0,0,0,0,0,0,2,7,9,16,34,,,,,
AutoX,AVT021,2C4RC1N70LR289823,0,0,0,0,0,0,0,0,0,0,2,1,2,5,,,,,
AutoX,AVT021,2C4RC1N74LR289825,0,0,0,0,0,0,0,0,0,0,0,0,8,8,,,,,
AutoX,AVT021,2C4RC1N72LR287880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N76LR287882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N74LR287878,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,
AutoX,AVT021,2C4RC1N76LR287879,0,356,690,409,348,433,465,389,182,141,159,134,62,3768,,,,,
AutoX,AVT021,2C4RC1N74LR287881,0,153,358,324,414,568,553,496,151,181,163,106,157,3624,,,,,
AutoX,AVT021,2C4RC1N78LR239994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N79LR235193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N75LR235904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N7XLR235087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N71LR235088,0,0,0,0,0,0,0,0,0,2,2,1,3,8,,,,,
AutoX,AVT021,2C4RC1N73LR235089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N75LR235188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N77LR235189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N73LR235190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N75LR235191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N77LR235192,0,0,0,0,0,0,0,0,98,59,37,75,68,337,,,,,
AutoX,AVT021,2C4RC1N70RL235194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N72LR235195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N74LR235196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N76LR235197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N78LR235198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N7XLR235199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N72LR235200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N74LR235201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N76LR235202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N78LR235203,0,0,0,0,0,2,3,4,0,0,0,0,0,9,,,,,
AutoX,AVT021,2C4RC1N7XLR235204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N71LR235205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N73LR235206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N75LR235207,0,0,0,0,0,0,3,5,0,0,0,0,0,8,,,,,
AutoX,AVT021,2C4RC1N73LR235903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,3LN6L5LU1HR637709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,3LN6L5MU9JR614778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,3LN6L5MU5JR618391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,3LN6L5MUXJR626177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,3NL6L5MU8JR628090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AutoX,AVT021,2C4RC1N73JR229418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
BOSCH,AVT006,WDD2221591A470147,5,24.32,0,0,0,0,0,0,0,0,0,0,0,24.32,,,,,
BOSCH,AVT006,WDD2221591A470497,225,0,0,86.07,54.43,47.62,63.7,56.45,76.38,75.08,0,44.77,28.38,532.88,,,,,
BOSCH,AVT006,WDD2221591A470796,84,0,13.35,0,0,28.71,26.98,0,0,51.03,29.28,40.21,12.55,202.11,,,,,
CRUISE LLC,AVT008,5G21A6P00L4100037,0,103.56,1.19,0.00,262.60,"1,086.67","1,977.75",0.00,0.00,0.30,0.56,36.15,29.77,"3,498.55",,,,,
CRUISE LLC,AVT008,5G21A6P00L4100054,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P00L4100068,0,648.06,"1,390.69","1,171.13",20.57,482.43,"1,544.41",0.00,0.00,239.88,902.70,"1,646.33",516.61,"8,562.81",,,,,
CRUISE LLC,AVT008,5G21A6P00L4100085,0,413.43,"1,380.28",9.03,0.00,32.21,"1,851.04",0.00,0.00,0.00,0.00,0.00,0.00,"3,685.99",,,,,
CRUISE LLC,AVT008,5G21A6P00L4100135,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P00N4118976,0,510.02,"1,199.11",464.84,87.62,169.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,431.42",,,,,
CRUISE LLC,AVT008,5G21A6P00N4121599,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P00N4121604,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P00N4121618,0,981.15,"1,436.62","1,334.76","1,148.41","1,070.73",12.51,"1,152.98",948.82,"1,233.47",0.00,"1,106.10",625.85,"11,051.40",,,,,
CRUISE LLC,AVT008,5G21A6P00N4121621,0,19.16,96.39,9.54,159.95,0.00,35.04,573.81,175.91,201.00,333.53,0.00,336.11,"1,940.44",,,,,
CRUISE LLC,AVT008,5G21A6P00N4121635,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P00N4121666,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P00N4121697,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P00N4122106,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P00P4100061,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P00P4100075,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,719.71,0.00,719.71,,,,,
CRUISE LLC,AVT008,5G21A6P00P4100092,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P00P4100593,0,166.57,135.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,301.58,,,,,
CRUISE LLC,AVT008,5G21A6P00P4104675,0,0.00,229.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,229.98,,,,,
CRUISE LLC,AVT008,5G21A6P00P4105356,0,12.69,389.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,401.90,,,,,
CRUISE LLC,AVT008,5G21A6P00P4106894,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P00P4108449,0,0.00,125.68,114.67,0.00,0.00,193.70,0.00,0.00,0.00,0.00,832.13,0.00,"1,266.18",,,,,
CRUISE LLC,AVT008,5G21A6P00P4109679,0,138.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,138.85,,,,,
CRUISE LLC,AVT008,5G21A6P00P4109682,0,0.00,56.64,207.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,375.69,0.00,640.10,,,,,
CRUISE LLC,AVT008,5G21A6P00P4110699,0,0.00,0.00,338.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,338.53,,,,,
CRUISE LLC,AVT008,5G21A6P00P4110945,0,201.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,201.40,,,,,
CRUISE LLC,AVT008,5G21A6P00P4112808,0,0.00,313.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,313.42,,,,,
CRUISE LLC,AVT008,5G21A6P00P4115689,0,0.00,0.00,591.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,591.50,,,,,
CRUISE LLC,AVT008,5G21A6P00P4116289,0,0.00,0.00,0.00,710.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,710.14,,,,,
CRUISE LLC,AVT008,5G21A6P00P4117409,0,0.00,716.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,716.20,,,,,
CRUISE LLC,AVT008,5G21A6P00P4117412,0,0.00,0.00,560.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,560.80,,,,,
CRUISE LLC,AVT008,5G21A6P00P4117863,0,0.00,0.00,227.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,227.65,,,,,
CRUISE LLC,AVT008,5G21A6P00P4119581,0,0.00,0.00,0.00,65.37,191.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,256.85,,,,,
CRUISE LLC,AVT008,5G21A6P00P4122593,0,0.00,0.00,0.00,0.00,170.50,87.56,0.00,0.00,0.00,0.00,0.00,0.00,258.06,,,,,
CRUISE LLC,AVT008,5G21A6P00P4122867,0,0.00,0.00,0.00,468.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,468.91,,,,,
CRUISE LLC,AVT008,5G21A6P00P4125459,0,0.00,0.00,0.00,0.00,92.31,0.00,0.00,0.00,156.72,0.00,0.00,0.00,249.03,,,,,
CRUISE LLC,AVT008,5G21A6P00P4127177,0,0.00,0.00,369.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,369.99,,,,,
CRUISE LLC,AVT008,5G21A6P00P4127180,0,0.00,0.00,0.00,0.00,205.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205.03,,,,,
CRUISE LLC,AVT008,5G21A6P00P4129995,0,0.00,0.00,0.00,0.00,0.00,218.88,0.00,0.00,0.00,0.00,0.00,0.00,218.88,,,,,
CRUISE LLC,AVT008,5G21A6P00P4130239,0,0.00,0.00,0.00,207.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.69,,,,,
CRUISE LLC,AVT008,5G21A6P00P4131410,0,0.00,0.00,0.00,"1,005.15",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,005.15",,,,,
CRUISE LLC,AVT008,5G21A6P00P4133304,0,0.00,0.00,0.00,0.00,595.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,595.11,,,,,
CRUISE LLC,AVT008,5G21A6P00P4134274,0,0.00,0.00,0.00,4.23,169.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,174.17,,,,,
CRUISE LLC,AVT008,5G21A6P00P4145727,0,0.00,0.00,0.00,0.00,283.81,0.00,0.00,0.00,0.00,0.00,674.01,0.00,957.82,,,,,
CRUISE LLC,AVT008,5G21A6P00P4145730,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P00P4147106,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P00P4148871,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P00P4150524,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P00P4154167,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,377.40,0.00,377.40,,,,,
CRUISE LLC,AVT008,5G21A6P00P4156419,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
